order_id,order_date,customer_id,product_name,category,price,quantity_sold,product_cost,profit,stock_remaining,payment_method
ORD0233,2025-06-20,CUST949,Prosecco DOC 750ml,Wine,12.9,4,7.5,21.6,115.0,Cash
ORD0234,2025-08-30,CUST602,Burrata 250g,Cheese,4.9,5,2.7,11.0,12.0,PayPal
ORD0235,2025-06-27,CUST995,Ravioli Ricotta & Spinach 400g,Pasta,6.8,4,4.1,10.8,13.0,Debit Card
ORD0236,2025-02-05,CUST880,Artichoke Spread 200g,Preserves,6.8,4,3.5,13.2,142.0,Cash
ORD0237,2025-12-26,CUST195,Focaccia Genovese,Bakery,5.5,1,2.8,2.7,97.0,PayPal
ORD0238,2025-03-26,CUST968,Orecchiette 500g,Pasta,3.9,2,1.9,4.0,37.0,Cash
ORD0239,2025-04-10,CUST513,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,34.0,Credit Card
ORD0240,2025-07-20,CUST569,Pecorino Romano 500g,Cheese,13.5,2,9.1,8.8,150.0,Credit Card
ORD0241,2025-10-18,CUST379,Taralli Pugliesi 400g,Bakery,4.9,5,2.4,12.5,89.0,Credit Card
ORD0242,2025-06-03,CUST148,Burrata 250g,Cheese,4.9,3,2.7,6.6,92.0,Debit Card
ORD0243,2025-01-13,CUST188,Prosecco DOC 750ml,Wine,12.9,1,7.5,5.4,140.0,Credit Card
ORD0244,2025-03-17,CUST387,Chianti Classico 750ml,Wine,18.9,1,11.5,7.4,134.0,PayPal
ORD0245,2025-01-28,CUST304,Chili Pepper Jam 200g,Preserves,6.2,1,3.1,3.1,8.0,Credit Card
ORD0246,2025-07-13,CUST708,Fresh Pasta 500g,Pasta,4.5,4,2.2,9.2,93.0,Cash
ORD0247,2025-04-04,CUST128,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,5,9.5,32.0,135.0,Credit Card
ORD0248,2025-03-30,CUST814,Pitta Bread,Bakery,2.9,4,1.2,6.8,126.0,Cash
ORD0249,2025-08-28,CUST458,Gorgonzola Dolce 300g,Cheese,5.9,5,3.6,11.5,141.0,Debit Card
ORD0250,2025-04-30,CUST774,Pitta Bread,Bakery,2.9,2,1.2,3.4,102.0,PayPal
ORD0251,2025-08-08,CUST791,Linguine Artisan 500g,Pasta,4.2,1,2.1,2.1,3.0,Debit Card
ORD0252,2025-07-05,CUST685,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,1,66.3,18.6,143.0,Credit Card
ORD0253,2025-09-21,CUST870,Focaccia Genovese,Bakery,5.5,3,2.8,8.1,7.0,PayPal
ORD0254,2025-02-11,CUST894,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,31.0,PayPal
ORD0255,2025-06-26,CUST450,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,6.0,Cash
ORD0256,2025-07-23,CUST538,Taralli Pugliesi 400g,Bakery,4.9,3,2.4,7.5,38.0,Credit Card
ORD0257,2025-10-24,CUST398,Pecorino Romano 500g,Cheese,13.5,3,9.1,13.2,150.0,Credit Card
ORD0258,2025-12-25,CUST993,Pecorino Romano 500g,Cheese,13.5,1,9.1,4.4,100.0,PayPal
ORD0259,2025-05-11,CUST391,Fig Jam 300g,Preserves,5.9,1,2.9,3.0,120.0,PayPal
ORD0260,2025-12-21,CUST860,Focaccia Genovese,Bakery,5.5,3,2.8,8.1,30.0,PayPal
ORD0261,2025-09-10,CUST121,Fresh Pasta 500g,Pasta,4.5,1,2.2,2.3,114.0,PayPal
ORD0262,2025-04-12,CUST835,Orecchiette 500g,Pasta,3.9,2,1.9,4.0,133.0,Cash
ORD0263,2025-11-16,CUST902,Pitta Bread,Bakery,2.9,1,1.2,1.7,54.0,Credit Card
ORD0264,2025-09-05,CUST114,Nero d'Avola 750ml,Wine,16.5,2,10.2,12.6,80.0,Credit Card
ORD0265,2025-05-20,CUST675,Chili Pepper Jam 200g,Preserves,6.2,5,3.1,15.5,22.0,Credit Card
ORD0266,2025-03-31,CUST535,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,63.0,PayPal
ORD0267,2025-01-24,CUST108,Speck Alto Adige 250g,Cured Meat,7.8,4,4.9,11.6,60.0,Cash
ORD0268,2025-09-01,CUST921,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,17.0,Credit Card
ORD0269,2025-07-01,CUST823,Organic Olive Oil 1L,Olive Oil,18.5,2,11.2,14.6,143.0,Debit Card
ORD0270,2025-01-06,CUST228,Chianti Classico 750ml,Wine,18.9,2,11.5,14.8,109.0,Cash
ORD0271,2025-06-05,CUST649,Speck Alto Adige 250g,Cured Meat,7.8,4,4.9,11.6,72.0,Debit Card
ORD0272,2025-07-19,CUST196,Fresh Pasta 500g,Pasta,4.5,4,2.2,9.2,84.0,Cash
ORD0273,2025-10-11,CUST912,Orecchiette 500g,Pasta,3.9,5,1.9,10.0,31.0,Cash
ORD0274,2025-11-02,CUST987,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,61.0,Cash
ORD0275,2025-04-16,CUST994,Orange Marmalade 300g,Preserves,5.5,4,2.7,11.2,128.0,Credit Card
ORD0276,2025-08-29,CUST856,Prosciutto Crudo 200g,Cured Meat,8.9,4,5.4,14.0,52.0,PayPal
ORD0277,2025-05-28,CUST373,Artichoke Spread 200g,Preserves,6.8,4,3.5,13.2,139.0,Credit Card
ORD0278,2025-11-23,CUST389,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,3.0,Debit Card
ORD0279,2025-10-16,CUST940,Prosecco DOC 750ml,Wine,12.9,2,7.5,10.8,97.0,PayPal
ORD0280,2025-12-19,CUST505,Barolo Riserva 750ml,Wine,49.9,5,29.3,103.0,5.0,Debit Card
ORD0281,2025-10-30,CUST519,Organic Olive Oil 1L,Olive Oil,18.5,4,11.2,29.2,57.0,PayPal
ORD0282,2025-02-21,CUST239,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,58.0,Cash
ORD0283,2025-01-17,CUST293,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,97.0,PayPal
ORD0284,2025-05-04,CUST534,Taralli Pugliesi 400g,Bakery,4.9,4,2.4,10.0,40.0,Cash
ORD0285,2025-06-20,CUST309,Focaccia Genovese,Bakery,5.5,3,2.8,8.1,62.0,Cash
ORD0286,2025-03-31,CUST825,Gorgonzola Dolce 300g,Cheese,5.9,1,3.6,2.3,115.0,PayPal
ORD0287,2025-11-21,CUST923,Artichoke Spread 200g,Preserves,6.8,4,3.5,13.2,47.0,PayPal
ORD0288,2025-03-07,CUST243,Nero d'Avola 750ml,Wine,16.5,4,10.2,25.2,21.0,PayPal
ORD0289,2025-03-10,CUST361,Fig Jam 300g,Preserves,5.9,3,2.9,9.0,6.0,PayPal
ORD0290,2025-11-23,CUST841,Orecchiette 500g,Pasta,3.9,3,1.9,6.0,94.0,PayPal
ORD0291,2025-04-10,CUST166,Pancetta Arrotolata 250g,Cured Meat,6.9,3,4.1,8.4,3.0,Cash
ORD0292,2025-05-25,CUST486,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,22.0,PayPal
ORD0293,2025-05-24,CUST790,Fresh Pasta 500g,Pasta,4.5,5,2.2,11.5,9.0,Debit Card
ORD0294,2025-05-21,CUST621,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,4,9.5,25.6,29.0,PayPal
ORD0295,2025-07-09,CUST116,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,104.0,Cash
ORD0296,2025-08-05,CUST936,Chianti Classico 750ml,Wine,18.9,4,11.5,29.6,134.0,Credit Card
ORD0297,2025-01-04,CUST620,Fresh Pasta 500g,Pasta,4.5,1,2.2,2.3,57.0,Cash
ORD0298,2025-09-28,CUST123,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,83.0,Credit Card
ORD0299,2025-07-20,CUST631,Speck Alto Adige 250g,Cured Meat,7.8,2,4.9,5.8,58.0,Credit Card
ORD0300,2025-09-19,CUST739,Barolo Riserva 750ml,Wine,49.9,3,29.3,61.8,145.0,Debit Card
ORD0301,2025-01-24,CUST180,Pecorino Romano 500g,Cheese,13.5,1,9.1,4.4,117.0,Credit Card
ORD0302,2025-02-27,CUST751,Barolo Riserva 750ml,Wine,49.9,4,29.3,82.4,42.0,PayPal
ORD0303,2025-08-16,CUST226,Taralli Pugliesi 400g,Bakery,4.9,5,2.4,12.5,64.0,Cash
ORD0304,2025-05-11,CUST185,Soppressata Calabrese 350g,Cured Meat,10.5,2,6.8,7.4,85.0,Cash
ORD0305,2025-04-19,CUST810,Pecorino Romano 500g,Cheese,13.5,3,9.1,13.2,103.0,Credit Card
ORD0306,2025-10-29,CUST285,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,1,9.5,6.4,18.0,Credit Card
ORD0307,2025-03-11,CUST778,Prosecco DOC 750ml,Wine,12.9,2,7.5,10.8,45.0,Credit Card
ORD0308,2025-06-30,CUST729,Salame Napoli 300g,Cured Meat,6.5,4,3.9,10.4,11.0,Cash
ORD0309,2025-06-09,CUST708,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,19.0,Debit Card
ORD0310,2025-06-28,CUST364,Organic Olive Oil 1L,Olive Oil,18.5,1,11.2,7.3,61.0,Credit Card
ORD0311,2025-11-02,CUST304,Focaccia Genovese,Bakery,5.5,1,2.8,2.7,28.0,Debit Card
ORD0312,2025-05-07,CUST355,Fresh Pasta 500g,Pasta,4.5,2,2.2,4.6,86.0,Debit Card
ORD0313,2025-12-14,CUST397,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,1,66.3,18.6,140.0,Cash
ORD0314,2025-07-28,CUST408,Orecchiette 500g,Pasta,3.9,5,1.9,10.0,134.0,Credit Card
ORD0315,2025-04-05,CUST759,Burrata 250g,Cheese,4.9,4,2.7,8.8,6.0,Debit Card
ORD0316,2025-11-19,CUST504,Soppressata Calabrese 350g,Cured Meat,10.5,2,6.8,7.4,18.0,Cash
ORD0317,2025-09-25,CUST730,Linguine Artisan 500g,Pasta,4.2,3,2.1,6.3,144.0,Credit Card
ORD0318,2025-05-22,CUST826,Organic Olive Oil 1L,Olive Oil,18.5,5,11.2,36.5,114.0,Debit Card
ORD0319,2025-10-03,CUST861,Barolo Riserva 750ml,Wine,49.9,1,29.3,20.6,61.0,Cash
ORD0320,2025-08-07,CUST215,Nero d'Avola 750ml,Wine,16.5,5,10.2,31.5,5.0,Credit Card
ORD0321,2025-05-09,CUST560,Nero d'Avola 750ml,Wine,16.5,5,10.2,31.5,138.0,Cash
ORD0322,2025-08-22,CUST512,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,79.0,Cash
ORD0323,2025-03-04,CUST132,Prosciutto Crudo 200g,Cured Meat,8.9,1,5.4,3.5,134.0,Debit Card
ORD0324,2025-02-22,CUST273,Chili Pepper Jam 200g,Preserves,6.2,4,3.1,12.4,136.0,Cash
ORD0325,2025-07-29,CUST832,Parmigiano Reggiano 1kg,Cheese,27.9,5,18.5,47.0,37.0,Credit Card
ORD0326,2025-12-05,CUST922,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,119.0,Debit Card
ORD0327,2025-08-10,CUST209,Truffle Olive Oil 250ml,Olive Oil,12.9,1,7.9,5.0,143.0,Debit Card
ORD0328,2025-02-13,CUST208,Chianti Classico 750ml,Wine,18.9,5,11.5,37.0,31.0,PayPal
ORD0329,2025-11-15,CUST929,Ravioli Ricotta & Spinach 400g,Pasta,6.8,2,4.1,5.4,17.0,Debit Card
ORD0330,2025-02-14,CUST979,Garlic Bread,Bakery,3.5,4,1.4,8.4,65.0,Cash
ORD0331,2025-01-20,CUST515,Gorgonzola Dolce 300g,Cheese,5.9,2,3.6,4.6,9.0,Debit Card
ORD0332,2025-02-03,CUST784,Burrata 250g,Cheese,4.9,5,2.7,11.0,114.0,Credit Card
ORD0333,2025-12-03,CUST610,Orecchiette 500g,Pasta,3.9,1,1.9,2.0,110.0,PayPal
ORD0334,2025-04-11,CUST204,Barolo Riserva 750ml,Wine,49.9,5,29.3,103.0,12.0,Debit Card
ORD0335,2025-06-23,CUST452,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,5,66.3,93.0,114.0,Cash
ORD0336,2025-02-20,CUST413,Garlic Bread,Bakery,3.5,2,1.4,4.2,15.0,Credit Card
ORD0337,2025-06-28,CUST186,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,14.0,PayPal
ORD0338,2025-08-19,CUST256,Chili Pepper Jam 200g,Preserves,6.2,5,3.1,15.5,144.0,Cash
ORD0339,2025-06-23,CUST748,Taralli Pugliesi 400g,Bakery,4.9,2,2.4,5.0,93.0,PayPal
ORD0340,2025-06-15,CUST369,Artichoke Spread 200g,Preserves,6.8,2,3.5,6.6,68.0,PayPal
ORD0341,2025-08-24,CUST748,Truffle Olive Oil 250ml,Olive Oil,12.9,3,7.9,15.0,20.0,Credit Card
ORD0342,2025-02-13,CUST572,Focaccia Genovese,Bakery,5.5,4,2.8,10.8,23.0,Credit Card
ORD0343,2025-12-13,CUST852,Barolo Riserva 750ml,Wine,49.9,5,29.3,103.0,104.0,Cash
ORD0344,2025-06-17,CUST725,Chili Pepper Jam 200g,Preserves,6.2,3,3.1,9.3,83.0,PayPal
ORD0345,2025-03-07,CUST714,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,40.0,Credit Card
ORD0346,2025-05-13,CUST766,Focaccia Genovese,Bakery,5.5,3,2.8,8.1,140.0,Credit Card
ORD0347,2025-02-05,CUST225,Organic Olive Oil 1L,Olive Oil,18.5,5,11.2,36.5,5.0,PayPal
ORD0348,2025-08-02,CUST604,Pancetta Arrotolata 250g,Cured Meat,6.9,2,4.1,5.6,50.0,Credit Card
ORD0349,2025-06-03,CUST426,Gorgonzola Dolce 300g,Cheese,5.9,4,3.6,9.2,105.0,Cash
ORD0350,2025-08-20,CUST235,Taralli Pugliesi 400g,Bakery,4.9,5,2.4,12.5,144.0,PayPal
ORD0351,2025-03-26,CUST238,Focaccia Genovese,Bakery,5.5,2,2.8,5.4,42.0,Cash
ORD0352,2025-01-13,CUST834,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,1,66.3,18.6,1.0,Cash
ORD0353,2025-08-13,CUST171,Speck Alto Adige 250g,Cured Meat,7.8,4,4.9,11.6,68.0,Debit Card
ORD0354,2025-04-11,CUST266,Soppressata Calabrese 350g,Cured Meat,10.5,3,6.8,11.1,135.0,PayPal
ORD0355,2025-09-24,CUST825,Pitta Bread,Bakery,2.9,2,1.2,3.4,105.0,Cash
ORD0356,2025-09-19,CUST489,Barolo Riserva 750ml,Wine,49.9,2,29.3,41.2,23.0,PayPal
ORD0357,2025-12-05,CUST555,Parmigiano Reggiano 500g,Cheese,14.9,1,9.2,5.7,42.0,Debit Card
ORD0358,2025-07-23,CUST161,Burrata 250g,Cheese,4.9,1,2.7,2.2,8.0,Debit Card
ORD0359,2025-08-04,CUST482,Chianti Classico 750ml,Wine,18.9,2,11.5,14.8,14.0,Cash
ORD0360,2025-11-09,CUST152,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,2,9.5,12.8,75.0,Debit Card
ORD0361,2025-07-23,CUST701,Speck Alto Adige 250g,Cured Meat,7.8,3,4.9,8.7,81.0,Debit Card
ORD0362,2025-10-31,CUST445,Pancetta Arrotolata 250g,Cured Meat,6.9,3,4.1,8.4,54.0,PayPal
ORD0363,2025-07-21,CUST473,Taralli Pugliesi 400g,Bakery,4.9,2,2.4,5.0,135.0,Debit Card
ORD0364,2025-01-28,CUST597,Prosecco DOC 750ml,Wine,12.9,1,7.5,5.4,133.0,Debit Card
ORD0365,2025-09-24,CUST405,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,10.0,Debit Card
ORD0366,2025-05-26,CUST872,Chili Pepper Jam 200g,Preserves,6.2,5,3.1,15.5,141.0,Credit Card
ORD0367,2025-03-15,CUST992,Pecorino Romano 500g,Cheese,13.5,5,9.1,22.0,143.0,Debit Card
ORD0368,2025-11-13,CUST261,Speck Alto Adige 250g,Cured Meat,7.8,3,4.9,8.7,26.0,Debit Card
ORD0369,2025-10-28,CUST848,Nero d'Avola 750ml,Wine,16.5,5,10.2,31.5,116.0,Debit Card
ORD0370,2025-02-11,CUST316,Orecchiette 500g,Pasta,3.9,2,1.9,4.0,44.0,PayPal
ORD0371,2025-07-26,CUST995,Soppressata Calabrese 350g,Cured Meat,10.5,4,6.8,14.8,42.0,Debit Card
ORD0372,2025-01-26,CUST925,Pitta Bread,Bakery,2.9,1,1.2,1.7,61.0,PayPal
ORD0373,2025-10-01,CUST428,Barolo Riserva 750ml,Wine,49.9,1,29.3,20.6,33.0,Credit Card
ORD0374,2025-11-08,CUST471,Artichoke Spread 200g,Preserves,6.8,3,3.5,9.9,104.0,Cash
ORD0375,2025-12-13,CUST178,Orange Marmalade 300g,Preserves,5.5,1,2.7,2.8,25.0,Cash
ORD0376,2025-08-29,CUST431,Nero d'Avola 750ml,Wine,16.5,4,10.2,25.2,36.0,Cash
ORD0377,2025-11-27,CUST678,Burrata 250g,Cheese,4.9,5,2.7,11.0,70.0,Credit Card
ORD0378,2025-05-24,CUST752,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,5.0,Credit Card
ORD0379,2025-11-06,CUST158,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,2,66.3,37.2,11.0,Credit Card
ORD0380,2025-01-04,CUST932,Parmigiano Reggiano 1kg,Cheese,27.9,5,18.5,47.0,92.0,Debit Card
ORD0381,2025-09-04,CUST460,Salame Napoli 300g,Cured Meat,6.5,2,3.9,5.2,146.0,PayPal
ORD0382,2025-09-06,CUST417,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,43.0,Cash
ORD0383,2025-11-11,CUST858,Truffle Olive Oil 250ml,Olive Oil,12.9,3,7.9,15.0,68.0,PayPal
ORD0384,2025-01-17,CUST542,Soppressata Calabrese 350g,Cured Meat,10.5,3,6.8,11.1,132.0,PayPal
ORD0385,2025-08-06,CUST122,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,85.0,Debit Card
ORD0386,2025-08-09,CUST386,Pitta Bread,Bakery,2.9,5,1.2,8.5,50.0,Debit Card
ORD0387,2025-08-02,CUST322,Soppressata Calabrese 350g,Cured Meat,10.5,1,6.8,3.7,131.0,PayPal
ORD0388,2025-04-27,CUST135,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,102.0,PayPal
ORD0389,2025-09-09,CUST386,Truffle Pasta 250g,Pasta,7.9,4,4.8,12.4,145.0,Credit Card
ORD0390,2025-01-16,CUST238,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,2,9.5,12.8,16.0,Debit Card
ORD0391,2025-05-29,CUST268,Orecchiette 500g,Pasta,3.9,2,1.9,4.0,83.0,Credit Card
ORD0392,2025-04-24,CUST752,Gorgonzola Dolce 300g,Cheese,5.9,5,3.6,11.5,7.0,Credit Card
ORD0393,2025-11-11,CUST697,Pitta Bread,Bakery,2.9,4,1.2,6.8,55.0,PayPal
ORD0394,2025-05-27,CUST194,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,95.0,Debit Card
ORD0395,2025-12-24,CUST653,Barolo Riserva 750ml,Wine,49.9,4,29.3,82.4,66.0,PayPal
ORD0396,2025-12-28,CUST948,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,4,9.5,25.6,144.0,Cash
ORD0397,2025-11-08,CUST317,Linguine Artisan 500g,Pasta,4.2,3,2.1,6.3,126.0,Debit Card
ORD0398,2025-09-25,CUST315,Speck Alto Adige 250g,Cured Meat,7.8,5,4.9,14.5,73.0,Debit Card
ORD0399,2025-05-28,CUST335,Gorgonzola Dolce 300g,Cheese,5.9,4,3.6,9.2,143.0,Credit Card
ORD0400,2025-08-26,CUST690,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,3,66.3,55.8,62.0,PayPal
ORD0401,2025-03-02,CUST335,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,1,9.5,6.4,110.0,Debit Card
ORD0402,2025-10-22,CUST494,Montepulciano d'Abruzzo Elévito 750ml,Wine,84.9,4,66.3,74.4,12.0,PayPal
ORD0403,2025-03-13,CUST178,Pancetta Arrotolata 250g,Cured Meat,6.9,4,4.1,11.2,117.0,Debit Card
ORD0404,2025-03-15,CUST909,Pancetta Arrotolata 250g,Cured Meat,6.9,2,4.1,5.6,55.0,Cash
ORD0405,2025-05-22,CUST112,Soppressata Calabrese 350g,Cured Meat,10.5,4,6.8,14.8,31.0,Debit Card
ORD0406,2025-05-11,CUST554,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,42.0,Debit Card
ORD0407,2025-08-01,CUST340,Focaccia Genovese,Bakery,5.5,1,2.8,2.7,0.0,PayPal
ORD0408,2025-05-25,CUST438,Pecorino Romano 500g,Cheese,13.5,2,9.1,8.8,93.0,PayPal
ORD0409,2025-06-17,CUST870,Garlic Bread,Bakery,3.5,1,1.4,2.1,17.0,Credit Card
ORD0410,2025-06-29,CUST695,Barolo Riserva 750ml,Wine,49.9,1,29.3,20.6,68.0,Debit Card
ORD0411,2025-02-22,CUST713,Fig Jam 300g,Preserves,5.9,3,2.9,9.0,55.0,PayPal
ORD0412,2025-12-12,CUST888,Garlic Bread,Bakery,3.5,5,1.4,10.5,69.0,Cash
ORD0413,2025-10-22,CUST293,Nero d'Avola 750ml,Wine,16.5,3,10.2,18.9,23.0,Debit Card
ORD0414,2025-11-03,CUST308,Pancetta Arrotolata 250g,Cured Meat,6.9,5,4.1,14.0,149.0,Cash
ORD0415,2025-11-11,CUST839,Barolo Riserva 750ml,Wine,49.9,5,29.3,103.0,141.0,Debit Card
ORD0416,2025-05-12,CUST335,Fresh Pasta 500g,Pasta,4.5,2,2.2,4.6,18.0,Credit Card
ORD0417,2025-12-01,CUST855,Pitta Bread,Bakery,2.9,5,1.2,8.5,122.0,Cash
ORD0418,2025-12-15,CUST881,Salame Napoli 300g,Cured Meat,6.5,3,3.9,7.8,52.0,Cash
ORD0419,2025-07-15,CUST677,Soppressata Calabrese 350g,Cured Meat,10.5,4,6.8,14.8,70.0,Cash
ORD0420,2025-02-23,CUST199,Gorgonzola Dolce 300g,Cheese,5.9,4,3.6,9.2,132.0,Credit Card
ORD0421,2025-01-29,CUST502,Prosciutto Crudo 200g,Cured Meat,8.9,5,5.4,17.5,149.0,Debit Card
ORD0422,2025-09-28,CUST853,Gorgonzola Dolce 300g,Cheese,5.9,3,3.6,6.9,113.0,Debit Card
ORD0423,2025-01-28,CUST384,Ravioli Ricotta & Spinach 400g,Pasta,6.8,1,4.1,2.7,64.0,Credit Card
ORD0424,2025-02-16,CUST882,Orecchiette 500g,Pasta,3.9,3,1.9,6.0,74.0,Cash
ORD0425,2025-03-07,CUST711,Pecorino Romano 500g,Cheese,13.5,1,9.1,4.4,109.0,Cash
ORD0426,2025-02-08,CUST136,Truffle Pasta 250g,Pasta,7.9,4,4.8,12.4,14.0,PayPal
ORD0427,2025-08-15,CUST752,Parmigiano Reggiano 1kg,Cheese,27.9,3,18.5,28.2,113.0,PayPal
ORD0428,2025-09-17,CUST388,Ravioli Ricotta & Spinach 400g,Pasta,6.8,1,4.1,2.7,126.0,Debit Card
ORD0429,2025-10-31,CUST454,Orange Marmalade 300g,Preserves,5.5,2,2.7,5.6,46.0,Cash
ORD0430,2025-05-21,CUST824,Soppressata Calabrese 350g,Cured Meat,10.5,3,6.8,11.1,89.0,Cash
ORD0431,2025-02-08,CUST902,Ravioli Ricotta & Spinach 400g,Pasta,6.8,1,4.1,2.7,31.0,Credit Card
ORD0432,2025-07-17,CUST243,Extra Virgin Olive Oil 750ml,Olive Oil,15.9,4,9.5,25.6,1.0,PayPal
ORD0433,2025-07-27,CUST431,Artichoke Spread 200g,Preserves,6.8,3,3.5,9.9,118.0,Debit Card
ORD0434,2025-04-12,CUST567,Nero d'Avola 750ml,Wine,16.5,5,10.2,31.5,145.0,Debit Card
ORD0435,2025-01-30,CUST645,Ravioli Ricotta & Spinach 400g,Pasta,6.8,4,4.1,10.8,116.0,Cash
ORD0436,2025-05-01,CUST155,Prosecco DOC 750ml,Wine,12.9,5,7.5,27.0,82.0,Debit Card
ORD0437,2025-07-01,CUST386,Barolo Riserva 750ml,Wine,49.9,2,29.3,41.2,54.0,PayPal
ORD0438,2025-09-17,CUST159,Gorgonzola Dolce 300g,Cheese,5.9,4,3.6,9.2,67.0,Cash
ORD0439,2025-08-13,CUST870,Parmigiano Reggiano 1kg,Cheese,27.9,4,18.5,37.6,98.0,PayPal
ORD0440,2025-05-12,CUST219,Ravioli Ricotta & Spinach 400g,Pasta,6.8,3,4.1,8.1,19.0,Debit Card
ORD0441,2025-04-13,CUST194,Orecchiette 500g,Pasta,3.9,5,1.9,10.0,92.0,PayPal
ORD0442,2025-02-13,CUST208,Focaccia Genovese,Bakery,5.5,1,2.8,2.7,78.0,Cash
ORD0443,2025-12-14,CUST487,Truffle Pasta 250g,Pasta,7.9,1,4.8,3.1,38.0,Credit Card
ORD0444,2025-07-12,CUST998,Chili Pepper Jam 200g,Preserves,6.2,4,3.1,12.4,36.0,PayPal
ORD0445,2025-12-16,CUST792,Prosecco DOC 750ml,Wine,12.9,3,7.5,16.2,86.0,PayPal
ORD0446,2025-04-25,CUST819,Chili Pepper Jam 200g,Preserves,6.2,1,3.1,3.1,88.0,PayPal
ORD0447,2025-10-09,CUST265,Speck Alto Adige 250g,Cured Meat,7.8,3,4.9,8.7,109.0,Credit Card
ORD0448,2025-04-04,CUST302,Chianti Classico 750ml,Wine,18.9,3,11.5,22.2,8.0,Cash
ORD0449,2025-08-16,CUST387,Ravioli Ricotta & Spinach 400g,Pasta,6.8,5,4.1,13.5,118.0,PayPal
ORD0450,2025-05-02,CUST753,Chianti Classico 750ml,Wine,18.9,3,11.5,22.2,64.0,Debit Card
ORD0451,2025-06-28,CUST348,Gorgonzola Dolce 300g,Cheese,5.9,1,3.6,2.3,39.0,Debit Card
ORD0452,2025-08-30,CUST884,Truffle Pasta 250g,Pasta,7.9,3,4.8,9.3,113.0,Debit Card
ORD0453,2025-11-22,CUST960,Soppressata Calabrese 350g,Cured Meat,10.5,1,6.8,3.7,31.0,PayPal
ORD0454,2025-10-27,CUST272,Fig Jam 300g,Preserves,5.9,4,2.9,12.0,16.0,Credit Card
ORD0455,2025-06-01,CUST143,Organic Olive Oil 1L,Olive Oil,18.5,5,11.2,36.5,150.0,Cash
ORD0456,2025-05-06,CUST502,Nero d'Avola 750ml,Wine,16.5,1,10.2,6.3,19.0,PayPal
ORD0457,2025-10-06,CUST345,Fig Jam 300g,Preserves,5.9,5,2.9,15.0,31.0,Debit Card
ORD0458,2025-10-23,CUST101,Linguine Artisan 500g,Pasta,4.2,5,2.1,10.5,145.0,PayPal
ORD0459,2025-11-07,CUST955,Orecchiette 500g,Pasta,3.9,3,1.9,6.0,98.0,Cash
ORD0460,2025-01-05,CUST998,Prosciutto Crudo 200g,Cured Meat,8.9,3,5.4,10.5,73.0,Cash
ORD0461,2025-01-05,CUST673,Salame Napoli 300g,Cured Meat,6.5,5,3.9,13.0,125.0,Debit Card
ORD0462,2025-01-08,CUST709,Garlic Bread,Bakery,3.5,3,1.4,6.3,144.0,Debit Card
ORD0463,2025-12-29,CUST776,Pecorino Romano 500g,Cheese,13.5,2,9.1,8.8,3.0,PayPal
ORD0464,2025-09-20,CUST103,Ravioli Ricotta & Spinach 400g,Pasta,6.8,5,4.1,13.5,64.0,Credit Card
ORD0465,2025-08-26,CUST105,Ravioli Ricotta & Spinach 400g,Pasta,6.8,3,4.1,8.1,53.0,Cash
ORD0466,2025-06-12,CUST457,Chili Pepper Jam 200g,Preserves,6.2,3,3.1,9.3,124.0,PayPal
